uid,lat_fixed,lon_fixed,date,sat_date,abun,sensor,B2,B3,B4,B5,NDCI,NDWI
dlfv,37.48059934025084,-121.03099873371893,20130514,2013-05-11,5949.3905,L8,10318,11960,12961,17008,0.13503954,-0.17426126
ejyb,37.48059934025084,-121.03099873371893,20130813,2013-08-15,6030.80322265625,L8,10162,11552,12578,16854,0.14528404,-0.18665071
famn,37.48059934025084,-121.03099873371893,20130402,2013-04-09,5776.7958984375,L8,10190,11538,11844,16576,0.16650246,-0.17919898
foct,37.48059934025084,-121.03099873371893,20131210,2013-12-05,1253.5174560546875,L8,10252,11096,11958,14214,0.08619899,-0.123192415
fprn,37.48059934025084,-121.03099873371893,20150609,2015-06-18,4015.029541015625,L8,11119,12476,13691,16903,0.104987904,-0.15068586
frqe,37.48059934025084,-121.03099873371893,20131015,2013-10-18,4822.6415,L8,10423,11763,12867,15762,0.10112124,-0.1452861
hgqg,37.48059934025084,-121.03099873371893,20151215,2015-12-11,2569.1435,L8,9116,10122,10401,13119,0.115561225,-0.12895314
iama,37.48059934025084,-121.03099873371893,20140114,2014-01-22,5519.5325,L8,9928,11206,11989,14435,0.09256736,-0.12593113
ikfl,37.48059934025084,-121.03099873371893,20171205,2017-12-06,3168.3395,S2,762,948,1209,1479,0.100446425,-0.27048865
knrx,37.48059934025084,-121.03099873371893,20130220,NONE,1214.439453125,NONE,0,,,,0,0
llsw,37.48059934025084,-121.03099873371893,20200117,2020-01-10,1465.18994140625,S2,847,1005,1047,1315,0.11346316,-0.2536205
lvoa,37.48059934025084,-121.03099873371893,20130709,2013-07-14,4878.001953125,L8,10594,12110,13150,17572,0.14393595,-0.18401726
mogx,37.48059934025084,-121.03099873371893,20161209,2016-12-18,2207.672119140625,S2,585,860,928,1345,0.18345799,-0.3832915
qrix,37.48059934025084,-121.03099873371893,20130910,2013-09-16,3236.72607421875,L8,10432,11244,12138,15618,0.1253783,-0.16283226
rgpj,37.48059934025084,-121.03099873371893,20130611,2013-06-19,4089.928955078125,L8,10548,12071,13316,17398,0.13290356,-0.18076622
sdrg,37.48059934025084,-121.03099873371893,20140708,2014-07-01,2448.653076171875,L8,10888,12618,13974,17965,0.12495695,-0.1748357
slod,37.48059934025084,-121.03099873371893,20190611,2019-06-01,3099.952880859375,S2,1065,1280,1524,1905,0.11111111,-0.2639448
tbaf,37.48059934025084,-121.03099873371893,20200609,2020-06-03,2018.7950439453125,S2,833,1197,1285,1814,0.17070022,-0.44441867
tnjq,37.48059934025084,-121.03099873371893,20210615,2021-06-20,2637.530029296875,S2,1086,1485,1684,2301,0.15483062,-0.37209302
vkdk,37.48059934025084,-121.03099873371893,20180612,2018-06-16,1357.7254638671875,S2,1150,1475,1786,2242,0.11320755,-0.2922265
xovl,37.48059934025084,-121.03099873371893,20170214,NONE,2468.19189453125,NONE,0,,,,0,0
ykwn,37.48059934025084,-121.03099873371893,20170613,2017-06-21,1133.0269775390625,S2,865,1155,1307,2007,0.2112251,-0.34708875
yvne,37.48059934025084,-121.03099873371893,20150210,NONE,1191.64404296875,NONE,0,,,,0,0
aqqs,37.427099045811595,-120.67400310338006,20131210,2013-12-05,4161.57177734375,L8,8387,9089,9409,12949,0.15833259,-0.175152
argk,37.427099045811595,-120.67400310338006,20140610,2014-06-15,2370.4970703125,L8,8115,9232,9306,15101,0.23743188,-0.24119508
asgz,37.427099045811595,-120.67400310338006,20140909,2014-09-03,3077.157470703125,L8,8289,9308,9541,14659,0.2114876,-0.22326532
bjaf,37.427099045811595,-120.67400310338006,20140812,2014-08-18,3230.212890625,L8,8144,9068,9270,13841,0.1977846,-0.20834607
dedb,37.427099045811595,-120.67400310338006,20150811,2015-08-05,1663.8365478515625,L8,8350,9167,9303,14648,0.22316396,-0.23014906
giel,37.427099045811595,-120.67400310338006,20131112,NONE,4991.9794921875,NONE,0,,,,0,0
gllu,37.427099045811595,-120.67400310338006,20150512,NONE,5402.2985,NONE,0,,,,0,0
iclh,37.427099045811595,-120.67400310338006,20160712,2016-07-14,2256.51953125,S2,521,718,699,1089,0.2181208,-0.42398715
ivwd,37.427099045811595,-120.67400310338006,20150310,2015-03-14,4825.89794921875,L8,8165,9032,8695,14388,0.24663173,-0.22869343
kpcl,37.427099045811595,-120.67400310338006,20140708,2014-07-01,2298.85400390625,L8,8257,9240,9281,14930,0.2333237,-0.2354158
ktsr,37.427099045811595,-120.67400310338006,20150414,2015-04-15,3585.1715,L8,8150,9094,8949,15200,0.2588513,-0.25133777
mhea,37.427099045811595,-120.67400310338006,20150908,2015-09-06,1745.2490234375,L8,8180,9171,9478,14245,0.20094423,-0.21668944
mzwp,37.427099045811595,-120.67400310338006,20141112,2014-11-06,5200.3955078125,L8,10804,13434,13998,21088,0.2020749,-0.22171369
ntcn,37.427099045811595,-120.67400310338006,20150113,NONE,2513.782958984375,NONE,0,,,,0,0
qhwt,37.427099045811595,-120.67400310338006,20140513,2014-05-14,5522.7890625,L8,8264,9296,9041,15681,0.2685867,-0.25563517
rkcr,37.427099045811595,-120.67400310338006,20150609,2015-06-18,2155.568115234375,L8,8368,9161,9151,14724,0.23342408,-0.23290768
sare,37.427099045811595,-120.67400310338006,20140408,2014-04-12,5089.6745,L8,8173,8989,8667,14505,0.251942,-0.23478335
sykq,37.427099045811595,-120.67400310338006,20131015,2013-10-18,1917.843505859375,L8,8045,8986,9172,13583,0.1938475,-0.20368648
udns,37.427099045811595,-120.67400310338006,20150210,NONE,3236.72607421875,NONE,0,,,,0,0
uwlo,37.427099045811595,-120.67400310338006,20140303,2014-02-23,4607.7125,L8,8369,8874,8978,12028,0.14519662,-0.15089466
wmnp,37.427099045811595,-120.67400310338006,20140114,2014-01-22,3360.472900390625,L8,8502,8986,9343,11699,0.11196654,-0.13115785
xoni,37.427099045811595,-120.67400310338006,20141203,NONE,3012.0275,NONE,0,,,,0,0
yfbn,37.427099045811595,-120.67400310338006,20140210,NONE,4610.96923828125,NONE,0,,,,0,0
zwck,37.427099045811595,-120.67400310338006,20141014,2014-10-05,4102.955078125,L8,8186,8831,9001,13135,0.18675461,-0.19593918
eqyi,35.56800171640683,-121.06400499971653,20150909,2015-09-06,1014.80025,L8,9184,10332,10455,15882,0.20605992,-0.21171893
afwi,38.21039811416306,-121.2620024637927,20170228,2017-03-01,4265.77978515625,S2,238,593,446,1102,0.4237726,-0.70607185
alwg,38.21039811416306,-121.2620024637927,20170516,2017-05-20,4383.01416015625,S2,350,738,730,1464,0.33454877,-0.69390297
amrx,38.21039811416306,-121.2620024637927,20160218,2016-02-25,2725.4555,S2,200,383,344,675,0.32482827,-0.639699
hnam,38.21039811416306,-121.2620024637927,20150317,2015-03-21,6043.8291015625,L8,8913,9933,10371,15590,0.20103231,-0.22164322
hzns,38.21039811416306,-121.2620024637927,20190205,2019-01-30,4015.029541015625,S2,444,562,620,905,0.18688525,-0.43460765
jkas,38.21039811416306,-121.2620024637927,20190521,2019-05-30,4174.59814453125,S2,396,812,631,1423,0.3855891,-0.6605351
kbkc,38.21039811416306,-121.2620024637927,20170105,2016-12-29,6835.1585,L8,8813,9616,9066,17184,0.30925715,-0.28238806
oldy,38.21039811416306,-121.2620024637927,20150209,2015-02-17,5731.205078125,L8,38109,36406,36355,36946,0.008062646,-0.0073617627
poll,38.21039811416306,-121.2620024637927,20160419,2016-04-15,4643.5341796875,S2,550,887,1005,1573,0.22032583,-0.53266597
rkjs,38.21039811416306,-121.2620024637927,20170321,NONE,5441.37646484375,NONE,0,,,,0,0
rklj,38.21039811416306,-121.2620024637927,20170418,2017-04-20,3650.301513671875,S2,1014,1287,1169,1808,0.21464561,-0.47789046
samo,38.21039811416306,-121.2620024637927,20170718,2017-07-09,5552.0975,S2,458,839,973,1647,0.25725192,-0.6865895
tmyz,38.21039811416306,-121.2620024637927,20150120,2015-01-25,6405.3005,L8,24785,23041,22694,25123,0.050797835,-0.043227307
uxik,38.21039811416306,-121.2620024637927,20190409,2019-03-31,2523.552490234375,S2,356,580,647,1057,0.24061033,-0.57848835
vwbn,38.21039811416306,-121.2620024637927,20160307,2016-03-16,3699.14892578125,L8,8806,9638,9066,18238,0.33592147,-0.3085091
wxpv,38.21039811416306,-121.2620024637927,20190108,2018-12-31,5907.05615234375,S2,157,334,480,695,0.18297872,-0.56311315
zfga,38.21039811416306,-121.2620024637927,20190319,2019-03-16,2162.0810546875,S2,403,596,662,1054,0.22843823,-0.58596736
hwjf,39.21840020279977,-122.0500014246545,20150512,2015-05-08,4972.4405,L8,8399,9363,9742,11209,0.07002053,-0.089733616
icqs,39.21840020279977,-122.0500014246545,20200519,2020-05-24,1523.8070068359375,S2,273,428,496,598,0.093235835,-0.17771374
jzmd,39.21840020279977,-122.0500014246545,20150707,2015-07-11,4396.0400390625,L8,8102,8528,8061,20449,0.4345142,-0.41139525
kuvq,39.21840020279977,-122.0500014246545,20200616,2020-06-23,2871.998046875,S2,362,607,511,994,0.32093024,-0.5010275
xkni,39.21840020279977,-122.0500014246545,20150609,2015-06-16,4519.787109375,L8,8115,9042,8440,18586,0.37541628,-0.34544665
dfpl,37.74169754333431,-121.27800171837247,20210421,2021-04-19,2139.2855,S2,634,892,935,1409,0.20221843,-0.4839456
esnp,35.55129792386062,-119.08799895889253,20200107,2019-12-28,2487.75,S2,380,684,671,1190,0.27888232,-0.5646085
fuyu,35.55129792386062,-119.08799895889253,20191205,2019-12-13,2710.0,S2,474,791,893,1383,0.21528998,-0.47054887
gikd,35.55129792386062,-119.08799895889253,20200305,2020-02-26,1965.25,S2,622,876,1055,1496,0.17287338,-0.5153527
ozst,35.55129792386062,-119.08799895889253,20200506,2020-05-01,1849.0,S2,393,663,651,1121,0.26523703,-0.558
tgcv,35.55129792386062,-119.08799895889253,20200205,2020-02-06,1893.25,S2,316,590,527,1065,0.3379397,-0.663242
wnne,35.55129792386062,-119.08799895889253,20200406,2020-04-03,2582.25,S2,362,614,750,1126,0.20042644,-0.54144883
ejok,37.95389724426569,-122.37399970719787,20140208,NONE,5815.0,NONE,0,,,,0,0
hkin,37.95389724426569,-122.37399970719787,20131119,2013-11-10,3655.0,L8,11092,11761,12198,14976,0.10223007,-0.12024535
jzwh,37.95389724426569,-122.37399970719787,20140206,NONE,6380.0,NONE,0,,,,0,0
ofzs,37.95389724426569,-122.37399970719787,20130305,NONE,6362.5,NONE,0,,,,0,0
vvyy,37.95389724426569,-122.37399970719787,20140202,NONE,5967.5,NONE,0,,,,0,0
zjsq,37.95389724426569,-122.37399970719787,20140226,NONE,7002.5,NONE,0,,,,0,0
abjq,34.945399731819464,-120.41699835506367,20170926,2017-09-24,3670.0,S2,958,1342,1775,2132,0.09137446,-0.29349828
afhy,34.945399731819464,-120.41699835506367,20190521,2019-05-17,4492.5,S2,904,1365,1724,2082,0.09406201,-0.4021025
brbx,34.945399731819464,-120.41699835506367,20160824,2016-08-30,4850.0,S2,823,1198,1637,1977,0.094078586,-0.32086167
eugm,34.945399731819464,-120.41699835506367,20171212,2017-12-13,6000.0,S2,774,1140,1520,1802,0.08488862,-0.33352822
fomv,34.945399731819464,-120.41699835506367,20180109,2018-01-07,3650.0,S2,1046,1256,1474,1799,0.09929728,-0.26763847
fucg,34.945399731819464,-120.41699835506367,20170109,2017-01-17,4860.0,S2,497,844,1057,1414,0.14447592,-0.4219178
gedz,34.945399731819464,-120.41699835506367,20150826,2015-08-26,1660.0,S2,1103,1513,1891,2236,0.083595835,-0.2708434
inuc,34.945399731819464,-120.41699835506367,20150316,2015-03-07,2665.0,L8,10052,11278,12219,16105,0.13719814,-0.17627725
iugs,34.945399731819464,-120.41699835506367,20141211,2014-12-08,5087.5,L8,8336,9364,9423,18377,0.32208633,-0.32489815
jaev,34.945399731819464,-120.41699835506367,20130919,2013-09-25,4537.5,L8,9976,11578,12653,17824,0.16966893,-0.21243453
jhee,34.945399731819464,-120.41699835506367,20180418,2018-04-22,6150.0,S2,884,1315,1687,2057,0.098824784,-0.38608778
jumx,34.945399731819464,-120.41699835506367,20210420,2021-04-16,2422.5,S2,861,1298,1672,2151,0.12529427,-0.38730234
kusu,34.945399731819464,-120.41699835506367,20190924,2019-09-14,3737.5,S2,875,1319,1734,2086,0.0921466,-0.30082163
lbur,34.945399731819464,-120.41699835506367,20190117,NONE,3547.5,NONE,0,,,,0,0
lgdi,34.945399731819464,-120.41699835506367,20210922,2021-09-23,4770.0,S2,841,1155,1541,1836,0.08735564,-0.28615576
lskd,34.945399731819464,-120.41699835506367,20160120,2016-01-12,1547.5,L8,9344,10432,10984,13714,0.110535264,-0.13592313
lwss,34.945399731819464,-120.41699835506367,20140227,2014-02-23,4233.75,L8,9486,10834,11467,17078,0.19656682,-0.22370307
lzus,34.945399731819464,-120.41699835506367,20150428,2015-04-24,3477.5,L8,10379,11628,12394,17936,0.18272337,-0.21336761
mjwp,34.945399731819464,-120.41699835506367,20191204,2019-12-13,6047.5,S2,610,930,1189,1398,0.08078856,-0.30022573
mxqo,34.945399731819464,-120.41699835506367,20201209,2020-12-02,3665.0,S2,820,1159,1516,1862,0.102427475,-0.3247888
pcmx,34.945399731819464,-120.41699835506367,20200928,2020-10-03,4840.0,S2,1357,1587,1841,2046,0.052739903,-0.23259188
pfdz,34.945399731819464,-120.41699835506367,20131216,2013-12-14,6205.0,L8,9792,11129,12114,15627,0.12663567,-0.16811183
pmaq,34.945399731819464,-120.41699835506367,20170425,2017-04-22,4551.25,S2,854,1207,1509,1884,0.11052166,-0.37911522
pojq,34.945399731819464,-120.41699835506367,20130528,2013-05-20,4355.0,L8,9920,11518,12737,16480,0.12811035,-0.17722695
rabq,34.945399731819464,-120.41699835506367,20161216,2016-12-18,6117.5,S2,573,913,1169,1356,0.074059404,-0.37272415
scal,34.945399731819464,-120.41699835506367,20211217,2021-12-12,4174.5,S2,716,1124,1488,1766,0.08543331,-0.34575087
smrd,34.945399731819464,-120.41699835506367,20210129,2021-02-05,2987.5,S2,799,1181,1560,1799,0.07115213,-0.3546448
ueoz,34.945399731819464,-120.41699835506367,20140825,2014-08-27,4348.75,L8,9961,11249,11866,18049,0.2066856,-0.23209776
vhnc,34.945399731819464,-120.41699835506367,20140422,2014-04-28,3896.25,L8,15437,15505,15851,16558,0.021814927,-0.032841593
vyko,34.945399731819464,-120.41699835506367,20130328,2013-03-22,3223.75,L8,9873,10868,11288,17684,0.22076488,-0.23872232
xgal,34.945399731819464,-120.41699835506367,20181201,2018-12-03,5940.0,S2,611,924,1265,1450,0.06813996,-0.3233248
zior,34.945399731819464,-120.41699835506367,20200317,2020-03-17,4877.5,S2,609,909,1207,1405,0.07580398,-0.39641434
zope,34.945399731819464,-120.41699835506367,20200421,2020-04-11,4222.5,S2,613,953,1224,1502,0.101980925,-0.40586033
lgii,38.15609964063525,-121.50299903932722,20210914,2021-09-11,5982.5,S2,374,486,555,870,0.22105263,-0.38403043
lixk,34.99560029147915,-120.43800518012642,20190226,2019-02-16,1191.56005859375,S2,4268,4536,4563,5173,0.06265407,-0.12777618
bgwz,37.4139001066934,-121.0140006405032,20130108,NONE,3740.0,NONE,0,,,,0,0
ffzu,33.14950124164518,-117.29699656167497,20140911,2014-09-14,1504.0,L8,10777,12262,12849,14352,0.05525532,-0.078530096
fsue,33.14950124164518,-117.29699656167497,20130208,NONE,3420.75,NONE,0,,,,0,0
gzmu,33.14950124164518,-117.29699656167497,20150301,2015-03-09,3783.25,L8,10499,11653,12215,14006,0.06830403,-0.091702715
xhuk,33.14950124164518,-117.29699656167497,20130515,2013-05-22,2882.0,L8,10581,11827,12220,14921,0.09951734,-0.1156722
ybxg,33.14950124164518,-117.29699656167497,20141101,2014-11-01,3406.25,L8,11003,12358,13012,15023,0.07173176,-0.097330265
ziqa,33.14950124164518,-117.29699656167497,20150514,2015-05-12,2453.5,L8,12289,14250,14785,18822,0.12012378,-0.13824382
kdxc,37.385999511401984,-121.91000348798053,20130404,2013-04-09,6810.0,L8,11472,11739,12246,18656,0.20742995,-0.22757033
yski,37.385999511401984,-121.91000348798053,20130709,2013-07-05,6200.0,L8,10166,10685,11119,18034,0.23719686,-0.25589332
dooq,33.54349849252555,-117.73200416494386,20160622,2016-06-18,1499.0,S2,286,610,656,1319,0.3356962,-0.67920065
gxzk,33.54349849252555,-117.73200416494386,20190303,2019-02-23,1913.75,S2,49,298,262,706,0.45867768,-0.7320144
pzky,33.54349849252555,-117.73200416494386,20160913,2016-09-16,1534.875,S2,272,493,565,1104,0.32294786,-0.6791409
qmks,33.54349849252555,-117.73200416494386,20181004,2018-09-26,2480.0,S2,417,567,598,1002,0.2525,-0.5720755
wwzb,33.54349849252555,-117.73200416494386,20160219,2016-02-09,1975.125,S2,171,437,320,885,0.46887967,-0.7270456
xmcq,33.54349849252555,-117.73200416494386,20170207,2017-02-13,1593.625,S2,198,441,311,818,0.44906998,-0.68678975
prdb,38.27900138387033,-121.68800268293364,20190917,2019-09-17,1913.0,S2,109,175,110,164,0.1970803,0.5418502
alxm,37.610599972363,-121.2289961977951,20140812,2014-08-18,5702.5,L8,9621,11709,12729,18453,0.18356745,-0.2235926
avrd,37.610599972363,-121.2289961977951,20190514,2019-05-10,5115.0,S2,771,1170,1361,1738,0.12165215,-0.41485372
bjnr,37.610599972363,-121.2289961977951,20150714,2015-07-04,6092.5,L8,9790,11219,11750,18210,0.21562083,-0.23755479
cmha,37.610599972363,-121.2289961977951,20170509,2017-04-30,5262.5,S2,688,1047,1227,1585,0.12731153,-0.47636908
cxlq,37.610599972363,-121.2289961977951,20141204,NONE,1372.5,NONE,0,,,,0,0
dkcc,37.610599972363,-121.2289961977951,20190611,2019-06-04,6090.0,S2,811,1172,1328,1710,0.12574062,-0.41589832
dmye,37.610599972363,-121.2289961977951,20180710,2018-07-09,8202.5,S2,777,1162,1368,1759,0.12503998,-0.41460958
dqbb,37.610599972363,-121.2289961977951,20130709,2013-07-14,5690.0,L8,9913,12002,12704,19318,0.2065455,-0.23358876
dvhm,37.610599972363,-121.2289961977951,20200512,2020-05-04,6387.5,S2,790,1179,1352,1602,0.08463101,-0.4268352
dwdp,37.610599972363,-121.2289961977951,20180302,2018-03-06,4657.5,S2,878,1222,1510,1874,0.10756501,-0.31096703
ehki,37.610599972363,-121.2289961977951,20170613,2017-06-19,5070.0,S2,656,1043,1135,1646,0.18374686,-0.46402878
exhc,37.610599972363,-121.2289961977951,20170110,2017-01-05,5015.0,L8,8579,9482,9835,12134,0.10464746,-0.1226869
fgfq,37.610599972363,-121.2289961977951,20211026,2021-10-16,5822.5,S2,670,1030,1271,1637,0.1258597,-0.40255222
gpfh,37.610599972363,-121.2289961977951,20210608,2021-06-13,5812.5,S2,1077,1559,1793,2125,0.08473711,-0.34330243
gtmt,37.610599972363,-121.2289961977951,20210309,2021-02-28,4885.0,S2,947,1412,1841,2123,0.07114026,-0.30012393
gvha,37.610599972363,-121.2289961977951,20210129,2021-01-19,5277.5,S2,665,967,1227,1467,0.08908686,-0.32519192
gwxv,37.610599972363,-121.2289961977951,20140513,2014-05-14,5900.0,L8,10057,11914,12409,19370,0.21904403,-0.23833269
hgef,37.610599972363,-121.2289961977951,20140610,2014-06-15,5345.0,L8,10049,11824,12809,19687,0.21165682,-0.24953191
ieme,37.610599972363,-121.2289961977951,20170912,2017-09-02,5865.0,S2,864,1149,1295,1692,0.13290927,-0.37992445
jpbu,37.610599972363,-121.2289961977951,20150310,2015-03-05,4892.5,L8,9549,10930,11883,15216,0.12299347,-0.16392565
jsqb,37.610599972363,-121.2289961977951,20190813,2019-08-13,5950.0,S2,751,1152,1310,1674,0.121983916,-0.42586595
jwxk,37.610599972363,-121.2289961977951,20190117,2019-01-25,6027.5,S2,620,850,1057,1268,0.09075269,-0.32753164
kcwr,37.610599972363,-121.2289961977951,20170411,2017-04-20,5865.0,S2,670,1084,1156,1543,0.14338644,-0.46455914
khtr,37.610599972363,-121.2289961977951,20210319,2021-03-20,7785.0,S2,549,802,923,1329,0.18028419,-0.39834958
kjmp,37.610599972363,-121.2289961977951,20200811,2020-08-12,6085.0,S2,888,1374,1632,1955,0.0900474,-0.3659437
ltqk,37.610599972363,-121.2289961977951,20130514,2013-05-11,7132.5,L8,9743,11612,12818,19086,0.19646439,-0.24346863
lzto,37.610599972363,-121.2289961977951,20170808,2017-08-08,6367.5,S2,685,1047,1233,1636,0.14046706,-0.42958322
mgyk,37.610599972363,-121.2289961977951,20170314,NONE,5510.0,NONE,0,,,,0,0
mipe,37.610599972363,-121.2289961977951,20150512,NONE,4907.5,NONE,0,,,,0,0
mndj,37.610599972363,-121.2289961977951,20210413,2021-04-19,5110.0,S2,841,1317,1455,1892,0.13056469,-0.39808044
nxhm,37.610599972363,-121.2289961977951,20140408,2014-04-12,4907.5,L8,9585,11090,11709,18487,0.22446682,-0.25009298
othc,37.610599972363,-121.2289961977951,20190214,2019-02-19,7317.5,S2,565,935,1117,1479,0.1394453,-0.340388
qhlg,37.610599972363,-121.2289961977951,20210714,2021-07-23,6885.0,S2,974,1346,1590,1973,0.10749368,-0.38299334
qmkz,37.610599972363,-121.2289961977951,20130611,2013-06-19,4632.5,L8,9871,11235,12232,18148,0.19473338,-0.2352721
qwgm,37.610599972363,-121.2289961977951,20210511,2021-05-04,4555.0,S2,981,1386,1611,1953,0.0959596,-0.3781965
qxpk,37.610599972363,-121.2289961977951,20180109,2018-01-01,4522.5,L8,9809,12065,12831,16200,0.11604836,-0.146294
qzvj,37.610599972363,-121.2289961977951,20200310,2020-02-29,6175.0,S2,884,1210,1563,1839,0.081128746,-0.34077907
sqcj,37.610599972363,-121.2289961977951,20180508,2018-05-15,4935.0,S2,900,1313,1504,1839,0.10020939,-0.3865919
suzl,37.610599972363,-121.2289961977951,20160809,2016-08-13,6120.0,S2,778,1173,1405,1764,0.113284945,-0.39923176
tfez,37.610599972363,-121.2289961977951,20210810,2021-08-07,8417.5,S2,2211,2214,2075,2361,0.0644725,-0.19724438
tkya,37.610599972363,-121.2289961977951,20150414,2015-04-15,5690.0,L8,9601,11609,12648,18216,0.18040435,-0.22152556
tqnk,37.610599972363,-121.2289961977951,20170711,2017-07-09,5050.0,S2,767,1155,1335,1806,0.14995225,-0.4293478
tvqo,37.610599972363,-121.2289961977951,20160712,2016-07-14,5850.0,S2,719,1130,1315,1698,0.12711583,-0.42871588
txxt,37.610599972363,-121.2289961977951,20180814,2018-08-18,8245.0,S2,732,1073,1274,1685,0.13889828,-0.43227515
ubbm,37.610599972363,-121.2289961977951,20140708,2014-07-01,5300.0,L8,10235,11873,12400,19513,0.22288722,-0.24342063
uebh,37.610599972363,-121.2289961977951,20200908,2020-09-16,6270.0,S2,852,1169,1350,1663,0.10388317,-0.38570678
uqsr,37.610599972363,-121.2289961977951,20171010,2017-10-07,3700.0,S2,658,1061,1371,1717,0.11204663,-0.38935253
vokm,37.610599972363,-121.2289961977951,20180213,2018-02-09,7127.5,S2,995,1372,1732,1949,0.05895137,-0.26276195
vomt,37.610599972363,-121.2289961977951,20150210,NONE,5425.0,NONE,0,,,,0,0
vzks,37.610599972363,-121.2289961977951,20161101,2016-11-01,3532.5,S2,11290,10882,10670,11201,0.024278725,-0.01573806
xbsu,37.610599972363,-121.2289961977951,20160614,2016-06-14,5850.0,S2,750,1153,1275,1717,0.14772727,-0.43563387
xlnd,37.610599972363,-121.2289961977951,20150811,2015-08-12,6840.0,L8,9187,11010,11564,17000,0.19030948,-0.2138522
xvij,37.610599972363,-121.2289961977951,20200714,2020-07-18,5927.5,S2,829,1187,1347,1864,0.16100903,-0.40501252
yhri,37.610599972363,-121.2289961977951,20190312,2019-03-16,6360.0,S2,960,1447,1733,2034,0.07990443,-0.32900533
ynjd,37.610599972363,-121.2289961977951,20201013,2020-10-16,6815.0,S2,788,1162,1461,1734,0.08544601,-0.37409103
zahn,37.610599972363,-121.2289961977951,20190709,2019-07-14,6050.0,S2,837,1214,1409,1842,0.13318978,-0.4143753
zchz,37.610599972363,-121.2289961977951,20150915,2015-09-18,6317.5,S2,666,1044,1264,1704,0.14824797,-0.42511013
zdyu,37.610599972363,-121.2289961977951,20200609,2020-06-03,5920.0,S2,883,1290,1493,1799,0.09295261,-0.385568
zgrn,37.610599972363,-121.2289961977951,20160510,2016-05-15,6145.0,S2,720,1069,1196,1596,0.14326647,-0.43869781
zltj,37.610599972363,-121.2289961977951,20160308,2016-02-29,4757.5,L8,9621,11857,12952,17953,0.16181847,-0.20449513
zqir,37.610599972363,-121.2289961977951,20180612,2018-06-19,6632.5,S2,766,1142,1325,1676,0.11696101,-0.4152586
adjx,41.049097517595136,-121.76200146491558,20210823,2021-08-30,2702.5,S2,92,186,162,341,0.35586482,-0.7573385
auvo,41.049097517595136,-121.76200146491558,20190219,2019-02-22,6880.0,S2,546,600,524,543,0.017806936,-0.48497853
bndt,41.049097517595136,-121.76200146491558,20210324,2021-03-30,6425.0,S2,3,224,208,518,0.42699724,-0.779419
bsgf,41.049097517595136,-121.76200146491558,20210526,2021-06-03,3917.5,S2,306,458,394,744,0.3075571,-0.66835624
dmsx,41.049097517595136,-121.76200146491558,20210422,2021-04-22,5022.5,S2,83,183,174,340,0.3229572,-0.7580965
hmyh,41.049097517595136,-121.76200146491558,20180725,2018-08-01,8637.5,S2,628,595,465,615,0.1388889,-0.45859873
nksk,41.049097517595136,-121.76200146491558,20210922,2021-09-14,3855.0,S2,207,254,209,349,0.25089607,-0.6875769
qlbq,41.049097517595136,-121.76200146491558,20180320,2018-03-19,6900.0,S2,440,576,586,523,-0.056807935,-0.50323415
shkg,41.049097517595136,-121.76200146491558,20210623,2021-06-16,3982.5,S2,190,303,229,477,0.3512748,-0.7115659
tyqy,41.049097517595136,-121.76200146491558,20210721,2021-07-11,2180.0,S2,124,236,200,415,0.3495935,-0.7128954
zybl,41.049097517595136,-121.76200146491558,20180418,2018-04-20,6587.5,S2,143,308,270,510,0.30769232,-0.72982454
cfby,37.31330278692766,-120.89199963568093,20130611,2013-06-12,1950.4085,L8,9769,11140,12278,16272,0.13989492,-0.18721728
cpto,37.31330278692766,-120.89199963568093,20130910,2013-09-16,2523.552490234375,L8,9828,11152,12049,14758,0.1010557,-0.13917406
doca,37.31330278692766,-120.89199963568093,20130813,2013-08-15,3630.762451171875,L8,9180,10485,11073,15822,0.17657557,-0.20287377
iqbp,37.31330278692766,-120.89199963568093,20210615,2021-06-20,5324.1425,S2,1214,1576,1997,2204,0.049273983,-0.27871853
kvwe,37.31330278692766,-120.89199963568093,20130402,2013-04-09,3246.4955,L8,9357,10362,10573,16414,0.21643755,-0.2260233
lwln,37.31330278692766,-120.89199963568093,20210713,2021-07-20,3112.97900390625,S2,474,712,699,1132,0.2364828,-0.6011205
mfzz,37.31330278692766,-120.89199963568093,20130514,2013-05-11,4337.4228515625,L8,9757,11016,12004,15820,0.13714778,-0.17901327
qjik,37.31330278692766,-120.89199963568093,20130709,2013-07-14,1051.614501953125,L8,9309,10706,11472,16390,0.17651281,-0.20977266
wrxx,37.31330278692766,-120.89199963568093,20130108,NONE,4070.389892578125,NONE,0,,,,0,0
xdun,37.31330278692766,-120.89199963568093,20130312,NONE,3360.47325,NONE,0,,,,0,0
cpxb,38.0826002779713,-121.24099563872991,20160218,2016-02-25,2106.720458984375,S2,622,873,855,1309,0.20979667,-0.4820528
cxyr,38.0826002779713,-121.24099563872991,20160106,2016-01-12,5486.9675,L8,8525,9293,9028,13967,0.21478583,-0.20094582
jdyh,38.0826002779713,-121.24099563872991,20201117,2020-11-15,4135.52001953125,S2,214,332,509,720,0.1716843,-0.6
kadl,38.0826002779713,-121.24099563872991,20191202,2019-12-06,4451.4005,S2,168,367,482,787,0.24034673,-0.5463535
mpmd,38.0826002779713,-121.24099563872991,20160307,2016-02-29,4063.876953125,L8,9118,10032,10090,16514,0.24146745,-0.24417992
